20000,0,300,400,1754,4000000.0,8000000.0,50,0.5,82,10402,0
40000,0,300,400,1754,3360000.0,8000000.0,50,0.5,82,10402,0
60000,2,425,525,1772,5120000.0,8000000.0,50,0.5,940,47774,0
