20000,0,300,400,1754,4000000.0,8000000.0,50,0.5,82,10402,0
40000,0,300,400,1754,3360000.0,8000000.0,50,0.5,82,10402,0
60000,2,425,525,1772,5120000.0,8000000.0,50,0.5,940,47774,0
80000,3,392,492,1958,4960000.0,8000000.0,50,0.5,931,78186,0
100000,3,300,400,1958,3360000.0,8000000.0,50,0.5,931,78186,0
120000,4,364,464,1908,4800000.0,8000000.0,50,0.5,718,106473,0
140000,5,300,400,2499,3680000.0,8000000.0,50,0.5,936,128994,0
160000,7,300,400,1806,3680000.0,8000000.0,50,0.5,648,153526,0
180000,8,300,400,1817,3200000.0,8000000.0,50,0.5,228,166202,0
